inst_id,year,n_citations
I4210137493,2022,32
I4210137493,2023,12
I4210137493,2024,31
I4210137493,2025,10
I4210099667,2006,0
I4210099667,2007,0
I4210099667,2008,0
I4210099667,2009,0
I4210099667,2010,0
I4210099667,2011,289
I4210099667,2012,113
I4210099667,2013,0
I4210099667,2014,14
I4210099667,2015,0
I4210099667,2016,0
I4210099667,2017,0
I4210099667,2018,2
I4210099667,2019,0
I4210099667,2020,17
I4210099667,2021,0
I4210099667,2022,1
I4210099667,2023,2
I4210099667,2024,1
I4210099667,2025,12
I4210160534,2006,0
I4210160534,2007,0
I4210160534,2008,12
I4210160534,2009,98
I4210160534,2010,226
I4210160534,2011,207
I4210160534,2012,55
I4210160534,2013,287
I4210160534,2014,318
I4210160534,2015,61
I4210160534,2016,79
I4210160534,2017,114
I4210160534,2018,100
I4210160534,2019,12
I4210160534,2020,145
I4210160534,2021,17
I4210160534,2022,20
I4210160534,2023,75
I4210160534,2024,25
I4210160534,2025,11
I4210125163,2006,1
I4210125163,2007,9
I4210125163,2008,0
I4210125163,2009,0
I4210125163,2010,6
I4210125163,2011,0
I4210125163,2012,2
I4210125163,2013,30
I4210125163,2014,1
I4210125163,2015,165
I4210125163,2016,3
I4210125163,2017,124
I4210125163,2018,178
I4210125163,2019,365
I4210125163,2020,137
I4210125163,2021,48
I4210125163,2022,54
I4210125163,2023,75
I4210125163,2024,148
I4210125163,2025,22
I4210114882,2006,0
I4210114882,2007,3
I4210114882,2008,1
I4210114882,2009,233
I4210114882,2010,49
I4210114882,2011,6
I4210114882,2012,340
I4210114882,2013,0
I4210114882,2014,149
I4210114882,2015,5
I4210114882,2016,56
I4210114882,2017,38
I4210114882,2018,15
I4210114882,2019,60
I4210114882,2020,149
I4210114882,2021,115
I4210114882,2022,90
I4210114882,2023,66
I4210114882,2024,86
I4210114882,2025,23
I4210154290,2006,41
I4210154290,2007,0
I4210154290,2008,1
I4210154290,2009,0
I4210154290,2010,0
I4210154290,2011,9
I4210154290,2012,0
I4210154290,2013,9
I4210154290,2014,0
I4210154290,2015,5
I4210154290,2016,18
I4210154290,2017,23
I4210154290,2018,21
I4210154290,2019,74
I4210154290,2020,699
I4210154290,2021,272
I4210154290,2022,56
I4210154290,2023,70
I4210154290,2024,34
I4210154290,2025,50
I4210105090,2006,0
I4210105090,2007,5
I4210105090,2008,1
I4210105090,2009,0
I4210105090,2010,0
I4210105090,2011,0
I4210105090,2012,0
I4210105090,2013,0
I4210105090,2014,0
I4210105090,2015,0
I4210105090,2016,1
I4210105090,2017,0
I4210105090,2018,0
I4210105090,2019,1
I4210105090,2020,1
I4210105090,2021,18
I4210105090,2022,1
I4210105090,2023,0
I4210105090,2024,25
I4210105090,2025,14
I4210159165,2006,0
I4210159165,2007,0
I4210159165,2008,0
I4210159165,2009,0
I4210159165,2010,0
I4210159165,2011,0
I4210159165,2012,0
I4210159165,2013,86
I4210159165,2014,43
I4210159165,2015,50
I4210159165,2016,519
I4210159165,2017,112
I4210159165,2018,26
I4210159165,2019,120
I4210159165,2020,67
I4210159165,2021,81
I4210159165,2022,29
I4210159165,2023,47
I4210159165,2024,82
I4210159165,2025,20
I4405253711,2006,0
I4405253711,2007,0
I4405253711,2008,0
I4405253711,2009,0
I4405253711,2010,0
I4405253711,2011,0
I4405253711,2012,0
I4405253711,2013,0
I4405253711,2014,0
I4405253711,2015,0
I4405253711,2016,0
I4405253711,2017,0
I4405253711,2018,0
I4405253711,2019,0
I4405253711,2020,0
I4405253711,2021,0
I4405253711,2022,0
I4405253711,2023,0
I4405253711,2024,0
I4405253711,2025,0
I4210147889,2006,9
I4210147889,2007,0
I4210147889,2008,0
I4210147889,2009,0
I4210147889,2010,0
I4210147889,2011,0
I4210147889,2012,0
I4210147889,2013,0
I4210147889,2014,53
I4210147889,2015,0
I4210147889,2016,0
I4210147889,2017,14
I4210147889,2018,0
I4210147889,2019,2
I4210147889,2020,0
I4210147889,2021,3
I4210147889,2022,10
I4210147889,2023,265
I4210147889,2024,0
I4210147889,2025,0
I4210139431,2006,33
I4210139431,2007,3
I4210139431,2008,36
I4210139431,2009,215
I4210139431,2010,172
I4210139431,2011,19
I4210139431,2012,42
I4210139431,2013,27
I4210139431,2014,78
I4210139431,2015,155
I4210139431,2016,100
I4210139431,2017,79
I4210139431,2018,46
I4210139431,2019,23
I4210139431,2020,91
I4210139431,2021,154
I4210139431,2022,87
I4210139431,2023,27
I4210139431,2024,15
I4210139431,2025,11
I4210146479,2006,124
I4210146479,2007,554
I4210146479,2008,46
I4210146479,2009,10
I4210146479,2010,22
I4210146479,2011,75
I4210146479,2012,176
I4210146479,2013,7
I4210146479,2014,110
I4210146479,2015,85
I4210146479,2016,39
I4210146479,2017,49
I4210146479,2018,80
I4210146479,2019,360
I4210146479,2020,151
I4210146479,2021,230
I4210146479,2022,70
I4210146479,2023,35
I4210146479,2024,62
I4210146479,2025,7
I4210088655,2006,0
I4210088655,2007,0
I4210088655,2008,1
I4210088655,2009,0
I4210088655,2010,35
I4210088655,2011,0
I4210088655,2012,1
I4210088655,2013,24
I4210088655,2014,2
I4210088655,2015,15
I4210088655,2016,10
I4210088655,2017,22
I4210088655,2018,3
I4210088655,2019,3
I4210088655,2020,43
I4210088655,2021,5
I4210088655,2022,11
I4210088655,2023,7
I4210088655,2024,5
I4210088655,2025,11
I4405259650,2006,0
I4405259650,2007,0
I4405259650,2008,0
I4405259650,2009,0
I4405259650,2010,0
I4405259650,2011,0
I4405259650,2012,0
I4405259650,2013,0
I4405259650,2014,0
I4405259650,2015,0
I4405259650,2016,0
I4405259650,2017,0
I4405259650,2018,0
I4405259650,2019,0
I4405259650,2020,0
I4405259650,2021,0
I4405259650,2022,0
I4405259650,2023,0
I4405259650,2024,0
I4405259650,2025,0
I4210116050,2006,0
I4210116050,2007,0
I4210116050,2008,0
I4210116050,2009,0
I4210116050,2010,0
I4210116050,2011,0
I4210116050,2012,0
I4210116050,2013,0
I4210116050,2014,105
I4210116050,2015,0
I4210116050,2016,54
I4210116050,2017,0
I4210116050,2018,0
I4210116050,2019,0
I4210116050,2020,0
I4210116050,2021,0
I4210116050,2022,24
I4210116050,2023,2
I4210116050,2024,8
I4210116050,2025,5
I4210136338,2006,65
I4210136338,2007,98
I4210136338,2008,146
I4210136338,2009,131
I4210136338,2010,13
I4210136338,2011,22
I4210136338,2012,5
I4210136338,2013,13
I4210136338,2014,66
I4210136338,2015,23
I4210136338,2016,7
I4210136338,2017,14
I4210136338,2018,34
I4210136338,2019,9
I4210136338,2020,32
I4210136338,2021,51
I4210136338,2022,110
I4210136338,2023,6
I4210136338,2024,11
I4210136338,2025,2
I4210092341,2006,20
I4210092341,2007,22
I4210092341,2008,23
I4210092341,2009,0
I4210092341,2010,15
I4210092341,2011,17
I4210092341,2012,83
I4210092341,2013,4
I4210092341,2014,5
I4210092341,2015,1
I4210092341,2016,6
I4210092341,2017,11
I4210092341,2018,128
I4210092341,2019,10
I4210092341,2020,38
I4210092341,2021,73
I4210092341,2022,99
I4210092341,2023,63
I4210092341,2024,17
I4210092341,2025,11
I4210114895,2006,0
I4210114895,2007,0
I4210114895,2008,47
I4210114895,2009,81
I4210114895,2010,0
I4210114895,2011,35
I4210114895,2012,0
I4210114895,2013,8
I4210114895,2014,2
I4210114895,2015,0
I4210114895,2016,0
I4210114895,2017,8
I4210114895,2018,0
I4210114895,2019,0
I4210114895,2020,0
I4210114895,2021,24
I4210114895,2022,0
I4210114895,2023,1
I4210114895,2024,2
I4210114895,2025,0
I4210094767,2006,0
I4210094767,2007,0
I4210094767,2008,0
I4210094767,2009,55
I4210094767,2010,0
I4210094767,2011,97
I4210094767,2012,5
I4210094767,2013,0
I4210094767,2014,79
I4210094767,2015,323
I4210094767,2016,480
I4210094767,2017,420
I4210094767,2018,1468
I4210094767,2019,1414
I4210094767,2020,1914
I4210094767,2021,1101
I4210094767,2022,1440
I4210094767,2023,2164
I4210094767,2024,3527
I4210094767,2025,2177
I2800679637,2006,0
I2800679637,2007,0
I2800679637,2008,0
I2800679637,2009,18
I2800679637,2010,67
I2800679637,2011,72
I2800679637,2012,28
I2800679637,2013,5
I2800679637,2014,0
I2800679637,2015,13
I2800679637,2016,12
I2800679637,2017,6
I2800679637,2018,0
I2800679637,2019,1
I2800679637,2020,0
I2800679637,2021,0
I2800679637,2022,38
I2800679637,2023,4
I2800679637,2024,13
I2800679637,2025,0
I4210145453,2006,0
I4210145453,2007,0
I4210145453,2008,0
I4210145453,2009,71
I4210145453,2010,0
I4210145453,2011,0
I4210145453,2012,0
I4210145453,2013,73
I4210145453,2014,11
I4210145453,2015,7
I4210145453,2016,52
I4210145453,2017,34
I4210145453,2018,3
I4210145453,2019,3
I4210145453,2020,55
I4210145453,2021,81
I4210145453,2022,69
I4210145453,2023,95
I4210145453,2024,30
I4210145453,2025,5
I4210159313,2006,0
I4210159313,2007,0
I4210159313,2008,0
I4210159313,2009,6
I4210159313,2010,0
I4210159313,2011,2
I4210159313,2012,6
I4210159313,2013,29
I4210159313,2014,14
I4210159313,2015,0
I4210159313,2016,0
I4210159313,2017,25
I4210159313,2018,37
I4210159313,2019,40
I4210159313,2020,247
I4210159313,2021,113
I4210159313,2022,324
I4210159313,2023,193
I4210159313,2024,132
I4210159313,2025,11
I91080651,2006,5250
I91080651,2007,8446
I91080651,2008,10068
I91080651,2009,7355
I91080651,2010,8373
I91080651,2011,7448
I91080651,2012,10033
I91080651,2013,7358
I91080651,2014,9076
I91080651,2015,5921
I91080651,2016,3897
I91080651,2017,7383
I91080651,2018,3332
I91080651,2019,3682
I91080651,2020,3286
I91080651,2021,3388
I91080651,2022,2218
I91080651,2023,1578
I91080651,2024,774
I91080651,2025,330
I4210163774,2006,4697
I4210163774,2007,6845
I4210163774,2008,4870
I4210163774,2009,12138
I4210163774,2010,6848
I4210163774,2011,10552
I4210163774,2012,13653
I4210163774,2013,11294
I4210163774,2014,12924
I4210163774,2015,13264
I4210163774,2016,11045
I4210163774,2017,13105
I4210163774,2018,9403
I4210163774,2019,10373
I4210163774,2020,12039
I4210163774,2021,10832
I4210163774,2022,5264
I4210163774,2023,3861
I4210163774,2024,2501
I4210163774,2025,715
I4210134797,2006,0
I4210134797,2007,0
I4210134797,2008,36
I4210134797,2009,0
I4210134797,2010,0
I4210134797,2011,0
I4210134797,2012,0
I4210134797,2013,0
I4210134797,2014,0
I4210134797,2015,0
I4210134797,2016,16
I4210134797,2017,0
I4210134797,2018,0
I4210134797,2019,8
I4210134797,2020,191
I4210134797,2021,76
I4210134797,2022,0
I4210134797,2023,0
I4210134797,2024,0
I4210134797,2025,0
I4210107488,2006,0
I4210107488,2007,0
I4210107488,2008,598
I4210107488,2009,429
I4210107488,2010,927
I4210107488,2011,835
I4210107488,2012,1357
I4210107488,2013,1283
I4210107488,2014,3317
I4210107488,2015,1404
I4210107488,2016,1135
I4210107488,2017,988
I4210107488,2018,998
I4210107488,2019,817
I4210107488,2020,1002
I4210107488,2021,850
I4210107488,2022,392
I4210107488,2023,879
I4210107488,2024,473
I4210107488,2025,172
I4210140037,2006,4
I4210140037,2007,0
I4210140037,2008,48
I4210140037,2009,103
I4210140037,2010,191
I4210140037,2011,124
I4210140037,2012,2
I4210140037,2013,237
I4210140037,2014,39
I4210140037,2015,0
I4210140037,2016,4
I4210140037,2017,9
I4210140037,2018,1459
I4210140037,2019,16
I4210140037,2020,130
I4210140037,2021,184
I4210140037,2022,149
I4210140037,2023,87
I4210140037,2024,147
I4210140037,2025,22
I3132975919,2006,0
I3132975919,2007,0
I3132975919,2008,0
I3132975919,2009,9
I3132975919,2010,0
I3132975919,2011,52
I3132975919,2012,0
I3132975919,2013,0
I3132975919,2014,8
I3132975919,2015,0
I3132975919,2016,51
I3132975919,2017,94
I3132975919,2018,30
I3132975919,2019,0
I3132975919,2020,3
I3132975919,2021,43
I3132975919,2022,56
I3132975919,2023,0
I3132975919,2024,0
I3132975919,2025,2
I4210108597,2006,0
I4210108597,2007,7
I4210108597,2008,0
I4210108597,2009,6
I4210108597,2010,4
I4210108597,2011,4
I4210108597,2012,11
I4210108597,2013,24
I4210108597,2014,15
I4210108597,2015,16
I4210108597,2016,90
I4210108597,2017,105
I4210108597,2018,131
I4210108597,2019,43
I4210108597,2020,23
I4210108597,2021,239
I4210108597,2022,6
I4210108597,2023,41
I4210108597,2024,110
I4210108597,2025,24
I4210157838,2006,0
I4210157838,2007,0
I4210157838,2008,0
I4210157838,2009,0
I4210157838,2010,0
I4210157838,2011,0
I4210157838,2012,0
I4210157838,2013,0
I4210157838,2014,0
I4210157838,2015,4
I4210157838,2016,0
I4210157838,2017,0
I4210157838,2018,0
I4210157838,2019,0
I4210157838,2020,9
I4210157838,2021,9
I4210157838,2022,0
I4210157838,2023,0
I4210157838,2024,0
I4210157838,2025,0
I4405259994,2006,0
I4405259994,2007,0
I4405259994,2008,0
I4405259994,2009,0
I4405259994,2010,0
I4405259994,2011,0
I4405259994,2012,0
I4405259994,2013,0
I4405259994,2014,0
I4405259994,2015,0
I4405259994,2016,0
I4405259994,2017,0
I4405259994,2018,0
I4405259994,2019,0
I4405259994,2020,0
I4405259994,2021,0
I4405259994,2022,0
I4405259994,2023,0
I4405259994,2024,0
I4405259994,2025,0
I263913023,2006,4
I263913023,2007,1
I263913023,2008,1
I263913023,2009,23
I263913023,2010,132
I263913023,2011,151
I263913023,2012,252
I263913023,2013,363
I263913023,2014,328
I263913023,2015,274
I263913023,2016,403
I263913023,2017,795
I263913023,2018,477
I263913023,2019,418
I263913023,2020,799
I263913023,2021,1081
I263913023,2022,1132
I263913023,2023,249
I263913023,2024,232
I263913023,2025,654
I4210122462,2006,0
I4210122462,2007,0
I4210122462,2008,0
I4210122462,2009,2
I4210122462,2010,0
I4210122462,2011,33
I4210122462,2012,34
I4210122462,2013,20
I4210122462,2014,0
I4210122462,2015,0
I4210122462,2016,127
I4210122462,2017,51
I4210122462,2018,23
I4210122462,2019,0
I4210122462,2020,15
I4210122462,2021,69
I4210122462,2022,42
I4210122462,2023,17
I4210122462,2024,94
I4210122462,2025,95
I4210124129,2006,0
I4210124129,2007,0
I4210124129,2008,0
I4210124129,2009,61
I4210124129,2010,0
I4210124129,2011,4
I4210124129,2012,8
I4210124129,2013,3
I4210124129,2014,84
I4210124129,2015,44
I4210124129,2016,0
I4210124129,2017,4
I4210124129,2018,109
I4210124129,2019,18
I4210124129,2020,31
I4210124129,2021,59
I4210124129,2022,55
I4210124129,2023,52
I4210124129,2024,61
I4210124129,2025,15
I4210099821,2006,16
I4210099821,2007,1
I4210099821,2008,25
I4210099821,2009,0
I4210099821,2010,0
I4210099821,2011,20
I4210099821,2012,115
I4210099821,2013,20
I4210099821,2014,3
I4210099821,2015,38
I4210099821,2016,19
I4210099821,2017,36
I4210099821,2018,173
I4210099821,2019,138
I4210099821,2020,142
I4210099821,2021,152
I4210099821,2022,464
I4210099821,2023,655
I4210099821,2024,709
I4210099821,2025,98
I4210106663,2006,0
I4210106663,2007,30
I4210106663,2008,2
I4210106663,2009,0
I4210106663,2010,125
I4210106663,2011,417
I4210106663,2012,542
I4210106663,2013,657
I4210106663,2014,719
I4210106663,2015,762
I4210106663,2016,2160
I4210106663,2017,1280
I4210106663,2018,2847
I4210106663,2019,3574
I4210106663,2020,3729
I4210106663,2021,6206
I4210106663,2022,7389
I4210106663,2023,5026
I4210106663,2024,3375
I4210106663,2025,891
I4405261176,2006,0
I4405261176,2007,0
I4405261176,2008,0
I4405261176,2009,0
I4405261176,2010,0
I4405261176,2011,0
I4405261176,2012,0
I4405261176,2013,0
I4405261176,2014,0
I4405261176,2015,0
I4405261176,2016,0
I4405261176,2017,0
I4405261176,2018,0
I4405261176,2019,0
I4405261176,2020,0
I4405261176,2021,0
I4405261176,2022,0
I4405261176,2023,0
I4405261176,2024,0
I4405261176,2025,0
I2801517398,2006,0
I2801517398,2007,0
I2801517398,2008,8
I2801517398,2009,20
I2801517398,2010,4
I2801517398,2011,24
I2801517398,2012,5
I2801517398,2013,155
I2801517398,2014,242
I2801517398,2015,72
I2801517398,2016,48
I2801517398,2017,45
I2801517398,2018,158
I2801517398,2019,104
I2801517398,2020,246
I2801517398,2021,1594
I2801517398,2022,423
I2801517398,2023,335
I2801517398,2024,150
I2801517398,2025,60
I185474147,2006,43
I185474147,2007,6
I185474147,2008,4
I185474147,2009,0
I185474147,2010,57
I185474147,2011,236
I185474147,2012,325
I185474147,2013,128
I185474147,2014,125
I185474147,2015,190
I185474147,2016,303
I185474147,2017,243
I185474147,2018,148
I185474147,2019,234
I185474147,2020,546
I185474147,2021,652
I185474147,2022,766
I185474147,2023,540
I185474147,2024,369
I185474147,2025,97
I4210105844,2006,30
I4210105844,2007,2
I4210105844,2008,23
I4210105844,2009,0
I4210105844,2010,1
I4210105844,2011,26
I4210105844,2012,112
I4210105844,2013,78
I4210105844,2014,75
I4210105844,2015,356
I4210105844,2016,14
I4210105844,2017,73
I4210105844,2018,7
I4210105844,2019,7
I4210105844,2020,29
I4210105844,2021,8
I4210105844,2022,17
I4210105844,2023,8
I4210105844,2024,7
I4210105844,2025,0
I4405263093,2006,0
I4405263093,2007,0
I4405263093,2008,0
I4405263093,2009,0
I4405263093,2010,0
I4405263093,2011,0
I4405263093,2012,0
I4405263093,2013,0
I4405263093,2014,0
I4405263093,2015,0
I4405263093,2016,0
I4405263093,2017,0
I4405263093,2018,0
I4405263093,2019,0
I4405263093,2020,0
I4405263093,2021,0
I4405263093,2022,0
I4405263093,2023,0
I4405263093,2024,0
I4405263093,2025,0
I4210157195,2006,0
I4210157195,2007,3
I4210157195,2008,39
I4210157195,2009,6
I4210157195,2010,4
I4210157195,2011,20
I4210157195,2012,60
I4210157195,2013,0
I4210157195,2014,37
I4210157195,2015,8
I4210157195,2016,14
I4210157195,2017,18
I4210157195,2018,3
I4210157195,2019,45
I4210157195,2020,68
I4210157195,2021,100
I4210157195,2022,262
I4210157195,2023,126
I4210157195,2024,206
I4210157195,2025,343
I315205436,2006,0
I315205436,2007,11
I315205436,2008,28
I315205436,2009,12
I315205436,2010,25
I315205436,2011,57
I315205436,2012,398
I315205436,2013,307
I315205436,2014,622
I315205436,2015,679
I315205436,2016,2641
I315205436,2017,1156
I315205436,2018,1873
I315205436,2019,1959
I315205436,2020,1506
I315205436,2021,3048
I315205436,2022,1717
I315205436,2023,1437
I315205436,2024,922
I315205436,2025,299
I4210106316,2006,0
I4210106316,2007,1
I4210106316,2008,1
I4210106316,2009,0
I4210106316,2010,0
I4210106316,2011,96
I4210106316,2012,3
I4210106316,2013,11
I4210106316,2014,0
I4210106316,2015,163
I4210106316,2016,0
I4210106316,2017,0
I4210106316,2018,97
I4210106316,2019,2
I4210106316,2020,74
I4210106316,2021,69
I4210106316,2022,36
I4210106316,2023,32
I4210106316,2024,49
I4210106316,2025,47
I4210100085,2006,0
I4210100085,2007,0
I4210100085,2008,0
I4210100085,2009,0
I4210100085,2010,0
I4210100085,2011,0
I4210100085,2012,11
I4210100085,2013,0
I4210100085,2014,7
I4210100085,2015,6
I4210100085,2016,0
I4210100085,2017,0
I4210100085,2018,0
I4210100085,2019,0
I4210100085,2020,20
I4210100085,2021,1
I4210100085,2022,5
I4210100085,2023,54
I4210100085,2024,17
I4210100085,2025,10
I4210131030,2006,2
I4210131030,2007,0
I4210131030,2008,1
I4210131030,2009,47
I4210131030,2010,0
I4210131030,2011,21
I4210131030,2012,16
I4210131030,2013,46
I4210131030,2014,0
I4210131030,2015,93
I4210131030,2016,1
I4210131030,2017,10
I4210131030,2018,15
I4210131030,2019,98
I4210131030,2020,98
I4210131030,2021,117
I4210131030,2022,104
I4210131030,2023,14
I4210131030,2024,13
I4210131030,2025,0
I4405260700,2006,0
I4405260700,2007,0
I4405260700,2008,0
I4405260700,2009,0
I4405260700,2010,0
I4405260700,2011,0
I4405260700,2012,0
I4405260700,2013,0
I4405260700,2014,0
I4405260700,2015,0
I4405260700,2016,0
I4405260700,2017,0
I4405260700,2018,0
I4405260700,2019,0
I4405260700,2020,0
I4405260700,2021,0
I4405260700,2022,0
I4405260700,2023,0
I4405260700,2024,0
I4405260700,2025,0
I4405261325,2006,0
I4405261325,2007,0
I4405261325,2008,0
I4405261325,2009,0
I4405261325,2010,0
I4405261325,2011,0
I4405261325,2012,0
I4405261325,2013,0
I4405261325,2014,0
I4405261325,2015,0
I4405261325,2016,0
I4405261325,2017,0
I4405261325,2018,0
I4405261325,2019,0
I4405261325,2020,0
I4405261325,2021,0
I4405261325,2022,0
I4405261325,2023,0
I4405261325,2024,0
I4405261325,2025,0
I4405255526,2006,0
I4405255526,2007,0
I4405255526,2008,0
I4405255526,2009,0
I4405255526,2010,0
I4405255526,2011,0
I4405255526,2012,0
I4405255526,2013,0
I4405255526,2014,0
I4405255526,2015,0
I4405255526,2016,0
I4405255526,2017,0
I4405255526,2018,0
I4405255526,2019,0
I4405255526,2020,0
I4405255526,2021,0
I4405255526,2022,0
I4405255526,2023,0
I4405255526,2024,0
I4405255526,2025,0
I4210123766,2006,0
I4210123766,2007,0
I4210123766,2008,0
I4210123766,2009,185
I4210123766,2010,0
I4210123766,2011,69
I4210123766,2012,99
I4210123766,2013,556
I4210123766,2014,1121
I4210123766,2015,792
I4210123766,2016,961
I4210123766,2017,1167
I4210123766,2018,3959
I4210123766,2019,2039
I4210123766,2020,5137
I4210123766,2021,2539
I4210123766,2022,2642
I4210123766,2023,3013
I4210123766,2024,2405
I4210123766,2025,2050
I1443707,2006,811
I1443707,2007,2303
I1443707,2008,3238
I1443707,2009,2965
I1443707,2010,3713
I1443707,2011,8718
I1443707,2012,8214
I1443707,2013,9076
I1443707,2014,11447
I1443707,2015,10627
I1443707,2016,17322
I1443707,2017,26194
I1443707,2018,13776
I1443707,2019,19249
I1443707,2020,18550
I1443707,2021,22405
I1443707,2022,17847
I1443707,2023,13360
I1443707,2024,8465
I1443707,2025,5063
I4210124673,2006,0
I4210124673,2007,0
I4210124673,2008,0
I4210124673,2009,0
I4210124673,2010,0
I4210124673,2011,0
I4210124673,2012,2
I4210124673,2013,3
I4210124673,2014,22
I4210124673,2015,25
I4210124673,2016,0
I4210124673,2017,69
I4210124673,2018,6
I4210124673,2019,1
I4210124673,2020,18
I4210124673,2021,166
I4210124673,2022,197
I4210124673,2023,4
I4210124673,2024,3
I4210124673,2025,1
I26805570,2006,2908
I26805570,2007,1182
I26805570,2008,2316
I26805570,2009,1610
I26805570,2010,2464
I26805570,2011,2349
I26805570,2012,4497
I26805570,2013,4707
I26805570,2014,6367
I26805570,2015,6746
I26805570,2016,9925
I26805570,2017,8460
I26805570,2018,8622
I26805570,2019,11478
I26805570,2020,9543
I26805570,2021,8686
I26805570,2022,6625
I26805570,2023,5550
I26805570,2024,2953
I26805570,2025,1370
I4405260603,2006,0
I4405260603,2007,0
I4405260603,2008,0
I4405260603,2009,0
I4405260603,2010,0
I4405260603,2011,0
I4405260603,2012,0
I4405260603,2013,0
I4405260603,2014,0
I4405260603,2015,0
I4405260603,2016,0
I4405260603,2017,0
I4405260603,2018,0
I4405260603,2019,0
I4405260603,2020,0
I4405260603,2021,0
I4405260603,2022,0
I4405260603,2023,0
I4405260603,2024,0
I4405260603,2025,0
I230269253,2006,0
I230269253,2007,52
I230269253,2008,5
I230269253,2009,146
I230269253,2010,68
I230269253,2011,190
I230269253,2012,275
I230269253,2013,294
I230269253,2014,280
I230269253,2015,299
I230269253,2016,416
I230269253,2017,361
I230269253,2018,293
I230269253,2019,1100
I230269253,2020,692
I230269253,2021,760
I230269253,2022,672
I230269253,2023,733
I230269253,2024,406
I230269253,2025,181
I44738892,2006,412
I44738892,2007,225
I44738892,2008,277
I44738892,2009,724
I44738892,2010,732
I44738892,2011,1293
I44738892,2012,924
I44738892,2013,1296
I44738892,2014,1717
I44738892,2015,1246
I44738892,2016,1564
I44738892,2017,4058
I44738892,2018,2183
I44738892,2019,2510
I44738892,2020,3244
I44738892,2021,2433
I44738892,2022,2543
I44738892,2023,1751
I44738892,2024,1127
I44738892,2025,381
I4210152384,2006,0
I4210152384,2007,0
I4210152384,2008,0
I4210152384,2009,0
I4210152384,2010,0
I4210152384,2011,0
I4210152384,2012,0
I4210152384,2013,0
I4210152384,2014,0
I4210152384,2015,0
I4210152384,2016,0
I4210152384,2017,0
I4210152384,2018,0
I4210152384,2019,0
I4210152384,2020,0
I4210152384,2021,0
I4210152384,2022,5
I4210152384,2023,3
I4210152384,2024,6
I4210152384,2025,0
I3130478569,2006,29
I3130478569,2007,0
I3130478569,2008,0
I3130478569,2009,7
I3130478569,2010,67
I3130478569,2011,5
I3130478569,2012,14
I3130478569,2013,159
I3130478569,2014,58
I3130478569,2015,35
I3130478569,2016,58
I3130478569,2017,186
I3130478569,2018,54
I3130478569,2019,86
I3130478569,2020,138
I3130478569,2021,162
I3130478569,2022,14
I3130478569,2023,30
I3130478569,2024,15
I3130478569,2025,8
I3131884745,2006,0
I3131884745,2007,0
I3131884745,2008,13
I3131884745,2009,0
I3131884745,2010,0
I3131884745,2011,41
I3131884745,2012,35
I3131884745,2013,141
I3131884745,2014,290
I3131884745,2015,57
I3131884745,2016,261
I3131884745,2017,55
I3131884745,2018,78
I3131884745,2019,170
I3131884745,2020,132
I3131884745,2021,48
I3131884745,2022,189
I3131884745,2023,453
I3131884745,2024,228
I3131884745,2025,33
I4405258929,2006,0
I4405258929,2007,0
I4405258929,2008,0
I4405258929,2009,0
I4405258929,2010,0
I4405258929,2011,0
I4405258929,2012,0
I4405258929,2013,0
I4405258929,2014,0
I4405258929,2015,0
I4405258929,2016,0
I4405258929,2017,0
I4405258929,2018,0
I4405258929,2019,0
I4405258929,2020,0
I4405258929,2021,0
I4405258929,2022,0
I4405258929,2023,0
I4405258929,2024,0
I4405258929,2025,0
I3129482412,2006,66
I3129482412,2007,68
I3129482412,2008,0
I3129482412,2009,2
I3129482412,2010,40
I3129482412,2011,25
I3129482412,2012,0
I3129482412,2013,0
I3129482412,2014,78
I3129482412,2015,3
I3129482412,2016,136
I3129482412,2017,97
I3129482412,2018,282
I3129482412,2019,452
I3129482412,2020,1212
I3129482412,2021,1765
I3129482412,2022,1382
I3129482412,2023,1112
I3129482412,2024,740
I3129482412,2025,351
I3131121749,2006,41
I3131121749,2007,0
I3131121749,2008,0
I3131121749,2009,39
I3131121749,2010,3
I3131121749,2011,97
I3131121749,2012,46
I3131121749,2013,147
I3131121749,2014,140
I3131121749,2015,231
I3131121749,2016,95
I3131121749,2017,375
I3131121749,2018,248
I3131121749,2019,216
I3131121749,2020,196
I3131121749,2021,181
I3131121749,2022,257
I3131121749,2023,238
I3131121749,2024,158
I3131121749,2025,87
I3131952115,2006,224
I3131952115,2007,0
I3131952115,2008,164
I3131952115,2009,66
I3131952115,2010,192
I3131952115,2011,201
I3131952115,2012,108
I3131952115,2013,721
I3131952115,2014,436
I3131952115,2015,414
I3131952115,2016,368
I3131952115,2017,632
I3131952115,2018,698
I3131952115,2019,679
I3131952115,2020,1433
I3131952115,2021,1389
I3131952115,2022,673
I3131952115,2023,946
I3131952115,2024,293
I3131952115,2025,137
I307268238,2006,47
I307268238,2007,89
I307268238,2008,153
I307268238,2009,224
I307268238,2010,269
I307268238,2011,152
I307268238,2012,162
I307268238,2013,192
I307268238,2014,608
I307268238,2015,1040
I307268238,2016,934
I307268238,2017,2237
I307268238,2018,1500
I307268238,2019,1991
I307268238,2020,3067
I307268238,2021,2399
I307268238,2022,2231
I307268238,2023,2253
I307268238,2024,1164
I307268238,2025,1157
I130309236,2006,949
I130309236,2007,1533
I130309236,2008,1356
I130309236,2009,4430
I130309236,2010,3921
I130309236,2011,4539
I130309236,2012,4187
I130309236,2013,10702
I130309236,2014,10098
I130309236,2015,11018
