name,founded_date.x,ror_name,match_score,founded_date.y
University of Abou Bekr Belkaïd,1974,,0.474,1974
University of Abuja,1988,,0.478,1988
University of Africa,2008,,0.489,2008
University of Africa Toru-Orua,2016,,0.498,2016
"University of Agriculture and Environmental Sciences, Umuagwo",2019,,0.548,2019
University of Ajdabiya,2000,,0.471,2000
University of Algiers 3,2009,,0.505,2009
University of Algiers Benyoucef Benkhedda,1909,,0.522,1909
University of Antananarivo,1955,,0.545,1955
University of Applied Management,2004,,0.532,2004
University of Arusha,2006,,0.47,2006
University of Asmara,1958,,0.508,1958
University of Bagamoyo,2010,,0.508,2010
University of Bahr El-Ghazal,1991,,0.488,1991
University of Bahri,2011,,0.47,2011
University of Bakhtalruda,1990,,0.491,1990
University of Bamako,1996,,0.457,1996
University of Bamenda,2011,,0.526,2011
University of Bandundu,NA,,0.501,NA
University of Bangui,1969,,0.52,1969
University of Batna 1,1977,,0.526,1977
University of Bechar,1986,,0.476,1986
University of Benghazi,1955,,0.458,1955
University of Benin,1970,,0.514,1970
University of Biskra,1984,,0.495,1984
University of Blida,1981,,0.5,1981
University of Botswana,1982,,0.491,1982
University of Bouira,2005,,0.48,2005
University of Boumerdes,1998,,0.534,1998
University of Buea,1992,,0.477,1992
University of Béjaïa,1983,,0.446,1983
University of Calabar,1975,,0.508,1975
University of Cape Coast,1962,,0.532,1962
University of Cape Town,1829,,0.523,1829
University of Cape Verde,2006,,0.515,2006
University of Carthage,1988,,0.511,1988
University of Constantine 3,2012,,0.548,2012
University of Cross River State,2002,,0.547,2002
University of Dar es Salaam,1970,,0.515,1970
University of Derna,1994,,0.496,1994
University of Djibouti,2006,,0.477,2006
University of Dongola,NA,,0.494,NA
University of Douala,1977,,0.505,1977
"University of Eastern Africa, Baraton",1980,,0.539,1980
University of Education and Entrepreneurship,2024,,0.566,2024
"University of Education, Winneba",1992,,0.523,1992
University of El Imam El Mahdi,1994,,0.519,1994
University of Eldoret,1946,,0.495,1946
University of Eloued,1995,,0.531,1995
University of Embu,2011,,0.485,2011
University of Energy and Natural Resources,2012,,0.59,2012
University of Eswatini,1982,,0.494,1982
University of Fort Hare,1916,,0.477,1916
University of Gabès,2003,,0.48,2003
University of Gafsa,2004,,0.48,2004
University of Garden City,2003,,0.514,2003
University of Gedo,NA,,0.491,NA
University of Gezira,1975,,0.465,1975
University of Ghana,1948,,0.497,1948
University of Ghardaia,2004,,0.514,2004
University of Gharyan,1991,,0.5,1991
University of Global Health Equity,2015,,0.535,2015
University of Goma,1993,,0.462,1993
University of Gondar,1954,,0.469,1954
University of Guelma,1986,,0.508,1986
University of Hargeisa,2000,,0.508,2000
University of Hassan II Casablanca,1975,,0.555,1975
University of Health Sciences,2000,,0.532,2000
University of Health and Allied Sciences,2011,,0.551,2011
University of Ibadan,1948,,0.478,1948
University of Ilesa,1979,,0.505,1979
University of Ilorin,1975,,0.504,1975
University of Jendouba,2003,,0.493,2003
University of Jijel,2003,,0.48,2003
University of Johannesburg,2005,,0.493,2005
University of Jos,1975,,0.468,1975
University of Juba,1977,,0.472,1977
University of Kabianga,2013,,0.514,2013
University of Kairouan,2004,,0.474,2004
University of Kalemie,2004,,0.497,2004
University of Kamina,1955,,0.495,1955
University of Kara,1999,,0.488,1999
University of Khartoum,1902,,0.455,1902
University of Kigali,2013,,0.492,2013
University of Kikwit,1992,,0.453,1992
University of Kindu,2004,,0.505,2004
University of Kinshasa,1954,,0.486,1954
University of Kisubi,2004,,0.463,2004
University of Kivu,2008,,0.479,2008
University of Kolwezi,2004,,0.457,2004
University of Kordofan,1990,,0.433,1990
University of Koudougou,2005,,0.477,2005
University of KwaZulu-Natal,2004,,0.477,2004
University of Laghouat,1986,,0.486,1986
University of Lagos,1962,,0.503,1962
University of Lay Adventists of Kigali,1997,,0.541,1997
University of Liberia,1862,,0.497,1862
University of Limpopo,2005,,0.482,2005
University of Livingstonia,1895,,0.507,1895
University of Lomé,1970,,0.482,1970
University of Lubumbashi,1955,,0.519,1955
University of Lusaka,2007,,0.47,2007
University of Maiduguri,1975,,0.513,1975
University of Makeni,2005,,0.468,2005
University of Malawi,1964,,0.499,1964
University of Management and Technology,2010,,0.56,2010
University of Maroua,2008,,0.473,2008
University of Mauritius,1965,,0.49,1965
University of Mbandaka,2004,,0.502,2004
University of Mbuji Mayi,2004,,0.483,2004
"University of Media, Arts and Communication",2020,,0.534,2020
University of Medical Sciences and Technology,1995,,0.558,1995
University of Military Science and Technology,2007,,0.545,2007
University of Mines and Technology,2004,,0.515,2004
University of Mkar,2005,,0.478,2005
University of Monastir,2004,,0.484,2004
University of Mpumalanga,2014,,0.509,2014
University of N'Djamena,1971,,0.474,1971
University of Nairobi,1956,,0.492,1956
University of Namibia,1992,,0.471,1992
University of Ngaoundéré,1993,,0.493,1993
University of Ngozi,1999,,0.503,1999
University of Nigeria,1955,,0.481,1955
University of Nyala,1994,,0.502,1994
University of Ouargla,1988,,0.514,1988
University of Port Harcourt,1975,,0.53,1975
University of Pretoria,1908,,0.511,1908
University of Professional Studies,1965,,0.543,1965
University of Reunion Island,1982,,0.528,1982
University of Rwanda,2013,,0.527,2013
University of Sadat City,2013,,0.502,2013
University of Science and Technology Omdurman,1995,,0.549,1995
University of Science and Technology of Benin,1996,,0.565,1996
University of Science and Technology of Ivory Coast,2009,,0.577,2009
University of Science and Technology of Togo,2012,,0.563,2012
University of Sciences and Technology Houari Boumediene,1974,,0.563,1974
University of Seychelles,2009,,0.514,2009
University of Sfax,1986,,0.455,1986
University of Sierra Leone,1827,,0.533,1827
University of Skikda,1955,,0.488,1955
University of Somalia,2005,,0.502,2005
University of Sousse,2004,,0.494,2004
University of South Africa,1873,,0.517,1873
University of Southern Somalia,2007,,0.549,2007
University of Tamanghasset,2005,,0.518,2005
University of Technology,1998,,0.536,1998
"University of Technology, Mauritius",2000,,0.55,2000
University of Timbuktu,NA,,0.467,NA
University of Toamasina,1988,,0.526,1988
University of Toliara,1971,,0.515,1971
University of Tripoli,1957,,0.484,1957
University of Tripoli Al-ahlia,1999,,0.523,1999
University of Uyo,1991,,0.476,1991
University of Venda,1982,,0.471,1982
University of Zalingei,1994,,0.488,1994
University of Zambia,1966,,0.489,1966
University of Zimbabwe,1952,,0.454,1952
University of Zululand,1960,,0.505,1960
University of al-Qarawiyyin,1859,,0.522,1859
University of the Free State,1904,,0.529,1904
University of the Gambia,1999,,0.516,1999
University of the Holy Quran and Islamic Sciences,1994,,0.547,1994
University of the Sacred Heart Gulu,2016,,0.566,2016
University of the Western Cape,1959,,0.549,1959
University of the Witwatersrand,1922,,0.487,1922
Université Abdou Moumouni,1974,,0.531,1974
Université Adam Barka d'Abéché,2003,,0.457,2003
Université Adventiste de Goma,2000,,0.524,2000
Université Africaine de Développement Coopératif,1967,,0.545,1967
Université Africaine de Technologie et de Management,1997,,0.578,1997
Université Alassane Ouattara,1992,,0.528,1992
Université Alioune Diop de Bambey,2007,,0.532,2007
Université Amadou Hampaté Ba,2006,,0.48,2006
Université Amadou Mahtar Mbow,NA,,0.482,NA
Université André Salifou,2010,,0.512,2010
Université Arabe des Sciences,2001,,0.526,2001
Université Aube Nouvelle,1992,,0.509,1992
Université Cardinal Malula,NA,,0.533,NA
Université Catholique de Bukavu,1989,,0.521,1989
Université Catholique de l'Afrique de l'Ouest - Unité Universitaire de Bobo Dioulasso,2000,,0.581,2000
Université Catholique du Congo,1957,,0.513,1957
Université Centrale de Tunis,2001,,0.541,2001
Université Constantine 2,2011,,0.473,2011
Université Dakar-Bourguiba,NA,,0.493,NA
Université Djibo Hamani,2010,,0.48,2010
Université Djilali Bounaama Khemis Miliana,1991,,0.542,1991
Université Djilali de Sidi Bel Abbès,1989,,0.518,1989
Université Euro-Afrique,2009,,0.503,2009
Université Evangélique en Afrique,1991,,0.505,1991
Université Félix Houphouët-Boigny,1964,,0.471,1964
Université Gaston Berger,1990,,0.497,1990
Université Général Lansana Conté,2005,,0.572,2005
Université Hassan 1er,1997,,0.464,1997
Université Hassan II Mohammedia,NA,,0.478,NA
Université IBN Khaldoun Tiaret,1980,,0.502,1980
Université Ibn Khaldoun,2005,,0.492,2005
Université Ibn Zohr,1989,,0.429,1989
Université Ibn-Tofail,1989,,0.469,1989
Université Internationale de Casablanca,2010,,0.57,2010
Université Internationale de Tunis,2002,,0.547,2002
Université Jean Lorougnon Guédé,1996,,0.52,1996
Université Joseph Ki-Zerbo,1974,,0.458,1974
Université Kofi Annan de Guinée,1999,,0.519,1999
Université Larbi Tébessi,1992,,0.508,1992
Université Libre de Kinshasa,1988,,0.504,1988
Université Libre de Luozi,1997,,0.498,1997
Université Libre du Burkina,2002,,0.49,2002
Université Libre du Congo,1995,,0.535,1995
Université Mohammed VI Polytechnique,NA,,0.519,NA
Université Mohammed VI des Sciences et de la Santé,2014,,0.539,2014
Université Montplaisir Tunis,1993,,0.523,1993
Université Moulay Ismail de Meknes,1989,,0.513,1989
Université Mustapha Stambouli de Mascara,1986,,0.587,1986
Université Méditerranéenne Libre de Tunis,NA,,0.549,NA
Université Nangui Abrogoua,1996,,0.519,1996
Université Nationale d'Agriculture,2016,,0.547,2016
Université Nouveaux Horizons,2016,,0.461,2016
Université Officielle de Bukavu,1993,,0.508,1993
Université Officielle de Ruwenzori,2000,,0.526,2000
Université Oran 1 Ahmed Ben Bella,1961,,0.508,1961
Université Ouaga II,2007,,0.476,2007
Université Pelefero Gon Coulibaly,2012,,0.538,2012
Université Polytechnique Intégrée,2017,,0.513,2017
Université Polytechnique de Gitega,2014,,0.526,2014
Université Privée d'Enseignement Supérieur El Amel,NA,,0.601,NA
Université Privée de Fès,2006,,0.496,2006
Université Privée de Ouagadougou,2010,,0.481,2010
Université Privée du Sud,1993,,0.479,1993
Université Professionnelle d'Afrique,NA,,0.555,NA
Université Protestante au Congo,1959,,0.532,1959
Université Protestante d'Afrique Centrale,1989,,0.534,1989
Université Protestante d'Afrique de l'Ouest,2003,,0.525,2003
Université Protestante de Lubumbashi,2002,,0.519,2002
Université Président Joseph Kasa-Vubu,1999,,0.539,1999
Université Pédagogique Nationale,1961,,0.506,1961
Université Shalom de Bunia,1961,,0.51,1961
Université Simon Kimbangu,1994,,0.489,1994
Université Sultan Moulay Slimane,2007,,0.528,2007
Université Tertiaire et Technologique-Lokko,2007,,0.532,2007
Université Tunis Carthage,1993,,0.501,1993
Université Virtuelle de Côte d'Ivoire,2015,,0.537,2015
Université William Booth,NA,,0.466,NA
Université d'Abomey-Calavi,1970,,0.491,1970
Université d'Agriculture de Kétou,NA,,0.515,NA
Université d'Oran 2,1961,,0.456,1961
Université de Bertoua,2022,,0.499,2022
Université de Bondoukou,NA,,0.489,NA
Université de Cepromad,1982,,0.471,1982
Université de Denis Sassou N'guesso,NA,,0.543,NA
Université de Diffa,2014,,0.454,2014
Université de Dschang,1993,,0.48,1993
Université de Dédougou,2012,,0.437,2012
Université de Fianarantsoa,1992,,0.525,1992
Université de Garoua,2022,,0.531,2022
Université de Kisangani,1963,,0.504,1963
Université de Mahajanga,1977,,0.495,1977
Université de Maradi,2008,,0.482,2008
Université de Mostaganem,1978,,0.535,1978
Université de Moundou,2002,,0.509,2002
Université de Notre-Dame du Kasai,NA,,0.487,NA
Université de Nouakchott,1981,,0.52,1981
Université de Parakou,2001,,0.492,2001
Université de Saida Dr.Moulay Tahar,1986,,0.498,1986
Université de Sarh,2010,,0.479,2010
Université de Thiès,2007,,0.432,2007
Université de Yaoundé I,1993,,0.503,1993
Université de ain Témouchent,NA,,0.526,NA
Université de l'Assomption au Congo,1982,,0.54,1982
Université de l'Uélé,1998,,0.449,1998
Université de la Formation Continue (UFC),1990,,0.552,1990
Université des Grands Lacs,1991,,0.531,1991
Université des Lettres et des Sciences Humaines de Bamako,2011,,0.567,2011
Université des Montagnes,2000,,0.532,2000
Université des Sciences Juridiques et Politiques de Bamako,2011,,0.566,2011
Université des Sciences de la Santé,2002,,0.546,2002
Université des Sciences et Techniques de Masuku,1986,,0.536,1986
Université des Sciences et de Technologie d'Ati,2008,,0.549,2008
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,1971,,0.604,1971
"Université des Sciences, de Technologie et de Médecine",NA,,0.588,NA
"Université des Sciences, des Techniques et des Technologies de Bamako",2011,,0.623,2011
Université du Burundi,1964,,0.452,1964
Université du Faso,2015,,0.456,2015
Université du Lac Tanganyika,1999,,0.559,1999
Université du Sahel,1998,,0.488,1998
Université du Sine Saloum El-Hâdj Ibrahima NIASS,2013,,0.533,2013
Université d’Antsiranana,1976,,0.5,1976
Université d’Ébolowa,2022,,0.465,2022
Université libre des Pays des Grands Lacs,1991,,0.548,1991
Upper Nile University,1991,,0.531,1991
Usmanu Danfodiyo University,1975,,0.522,1975
Uzima University College,NA,,0.507,NA
Vaal University of Technology,1966,,0.499,1966
Valley View University,1979,,0.491,1979
Venite University,2023,,0.505,2023
Veritas University,2002,,0.512,2002
Victoria University,2002,,0.529,2002
Virtual University of Tunis,2002,,0.483,2002
Virtual University of Uganda,2010,,0.501,2010
Wad Medani Ahlia University,1992,,0.529,1992
Wadi Alshatti University,2022,,0.518,2022
Walter Sisulu University,2005,,0.517,2005
"Water Institute, Tanzania",1974,,0.521,1974
Webster University Ghana,2013,,0.524,2013
Wellspring University,2009,,0.528,2009
Wesley University,2007,,0.521,2007
West Africa Vocational Education,2013,,0.551,2013
West African College of Physicians,1976,,0.536,1976
West Kordofan University,1994,,0.493,1994
West Midlands Open University,2023,,0.559,2023
Western Delta University,2007,,0.54,2007
Wigwe University,2023,,0.493,2023
William V. S. Tubman University,1978,,0.492,1978
Wisconsin International University College,2000,,0.571,2000
Wolaita Sodo University,2007,,0.509,2007
Woldia University,2011,,0.485,2011
Wolkite University,2011,,0.503,2011
Wollega University,2007,,0.511,2007
Wollo University,2007,,0.477,2007
Women's University in Africa,2002,,0.502,2002
Yaba College of Technology,1947,,0.513,1947
Yanet Health College,2000,,0.552,2000
Yobe State University,2006,,0.532,2006
Youcef El Khatib University of Health Sciences,2024,,0.584,2024
Zagazig University,1974,,0.454,1974
Zambia Catholic University,2008,,0.492,2008
Zambia Centre for Accountancy Studies,1988,,0.576,1988
Zambia Forestry College,1949,,0.52,1949
Zambian Open University,2002,,0.529,2002
Zanzibar School of Health,2011,,0.449,2011
Zanzibar University,2002,,0.456,2002
Zenith University College,2001,,0.56,2001
Zetech University,1999,,0.48,1999
Zewail City of Science and Technology,2000,,0.536,2000
Ziane Achour University of Djelfa,1999,,0.505,1999
Ziguinchor University,2007,,0.485,2007
Zimbabwe Ezekiel Guti University,2012,,0.468,2012
Zimbabwe Ezekiel Guti University Press,2012,,0.519,2012
Zimbabwe National Defence University,2021,,0.546,2021
Zimbabwe Open University,1999,,0.5,1999
Zimbabwe University Libraries Consortium,2001,,0.53,2001
Zintan University,1991,,0.545,1991
École Africaine de la Météorologie et de l'Aviation Civile,1963,,0.585,1963
École Africaine des Métiers de l'Architecture et de l'Urbanisme,1975,,0.611,1975
École Inter-États des Sciences et Médecine Vétérinaires de Dakar,1968,,0.598,1968
École Marocaine de Banque et de Commerce International,1998,,0.592,1998
École Marocaine des Sciences de l'Ingénieur,1986,,0.563,1986
École Nationale Polytechnique d'Oran,1970,,0.526,1970
École Nationale Supérieure Agronomique,1905,,0.507,1905
École Nationale Supérieure Maritime,1571,,0.546,1571
École Nationale Supérieure Polytechnique de Yaoundé,1971,,0.547,1971
École Nationale Supérieure d'Agriculture,2006,,0.546,2006
École Nationale Supérieure d'Hydraulique,1972,,0.547,1972
École Nationale Supérieure d'Informatique,1969,,0.527,1969
École Nationale Supérieure de Journalisme et des Sciences de l’Information,1964,,0.561,1964
École Nationale Supérieure de Statistique et d'Économie Appliquée,1961,,0.612,1961
École Nationale Supérieure de Technologie,1974,,0.53,1974
École Nationale Supérieure de l'Administration,1948,,0.559,1948
École Nationale d'Administration,1963,,0.546,1963
École Nationale d'Administration de Madagascar,1963,,0.562,1963
École Nationale d'Administration et de Magistrature,1963,,0.564,1963
École Nationale d'Agriculture de Meknès,1942,,0.506,1942
École Nationale d'Ingénieurs de Gabès,1975,,0.528,1975
École Nationale de Commerce et de Gestion de Tanger,1995,,0.576,1995
École Nationale de Management et de l'Administration de la Santé,1989,,0.619,1989
École Normale Supérieure,1964,,0.516,1964
École Normale Supérieure - Marrakech,1979,,0.519,1979
École Normale Supérieure Casablanca,NA,,0.575,NA
École Normale Supérieure d'Abidjan,1964,,0.505,1964
École Normale Supérieure de Bou Saada,2015,,0.549,2015
École Normale Supérieure de Bouzareah Alger,1984,,0.548,1984
École Normale Supérieure de Constantine,2007,,0.554,2007
École Normale Supérieure de Fès,1987,,0.509,1987
École Normale Supérieure de Kouba,1964,,0.55,1964
École Normale Supérieure de Mostaganem,2014,,0.544,2014
École Normale Supérieure de Nouakchott,1970,,0.525,1970
École Normale Supérieure de Saida,2023,,0.505,2023
École Normale Supérieure de Sétif,2015,,0.523,2015
École Normale Supérieure de Tétouan,1987,,0.523,1987
École Normale Supérieure de l'Enseignement Technique de Mohammedia,NA,,0.571,NA
École Normale d'Administration,1958,,0.514,1958
École Polytechnique d'Architecture et d'Urbanisme,1970,,0.551,1970
École Polytechnique de Thiès,1973,,0.472,1973
École Polyvalente Supérieure d'Informatique et d'Électronique,1989,,0.604,1989
École Royale Navale,1967,,0.548,1967
École Royale de l'Air de Marrakech,1970,,0.522,1970
École Régionale Supérieure de la Magistrature (ERSUMA) de l’OHADA,1998,,0.574,1998
École Supérieure Algérienne des Affaires,2004,,0.526,2004
École Supérieure Internationale de Gestion,1985,,0.565,1985
École Supérieure Multinationale des Télécommunications,1981,,0.591,1981
École Supérieure Polytechnique d'Antsiranana,1976,,0.512,1976
École Supérieure Privée d'Ingénierie et de Technologies,2003,,0.575,2003
École Supérieure Vinci,2003,,0.488,2003
École Supérieure d'Architecture d'Intérieur,1984,,0.514,1984
École Supérieure d'Informatique Appliquée,NA,,0.529,NA
École Supérieure d'Informatique Appliquée à la Gestion,1987,,0.573,1987
École Supérieure d'Informatique et de Management des Affaires,NA,,0.575,NA
École Supérieure de Banque,1995,,0.494,1995
École Supérieure de Commerce,1900,,0.479,1900
École Supérieure de Communication et de Publicité,NA,,0.57,NA
École Supérieure de Design et des Arts Visuels,2006,,0.556,2006
École Supérieure de Gestion,1985,,0.49,1985
École Supérieure de Gestion et des Sciences de l'Informatique,1994,,0.635,1994
École Supérieure de Génie Civil Véréchaguine AK,1998,,0.555,1998
École Supérieure de Management,1992,,0.489,1992
École Supérieure de Management Appliqué,2010,,0.538,2010
École Supérieure de Psychologie,2003,,0.494,2003
École Supérieure de la Magistrature,1989,,0.541,1989
École Supérieure de la Sécurité Sociale,2012,,0.547,2012
École Supérieure des Industries du Textile et de l'Habillement,1996,,0.591,1996
École Supérieure des Ingénieurs de l'Équipement Rural,1964,,0.563,1964
"École Supérieure des Multimédia, Informatique & Réseaux",2004,,0.593,2004
École Supérieure des Sciences de l'Ingénierie Commerciale,1990,,0.584,1990
École Supérieure des Télécommunications,1994,,0.527,1994
École Supérieure des Études Administratives et Commerciales,2003,,0.589,2003
École Supérieure en Informatique de Sidi Bel Abbes,2014,,0.516,2014
École Supérieure en Sciences Appliquées de Tlemcen,NA,,0.565,NA
École d'Architecture de Casablanca,2004,,0.553,2004
"École d'Informatique, d'Électronique et d'Expertise Comptable",1972,,0.582,1972
École de Formation aux Carrières de Santé,2003,,0.578,2003
École de Gouvernance et d'Économie de Rabat,2008,,0.542,2008
École des Cadres,1950,,0.477,1950
École des Hautes Études Commerciales,1988,,0.524,1988
École des Hautes Études Commerciales Techniques et Informatiques,2000,,0.602,2000
École des Hautes Études de Biotechnologie et de Santé,1996,,0.589,1996
École des Hautes Études en Ingénierie des Systèmes d'Information,NA,,0.629,NA
École des Hautes Études Économiques et Commerciales,1997,,0.577,1997
École des Sciences de I'information,1975,,0.533,1975
École supérieure polytechnique d'Antananarivo,1973,,0.562,1973
Établissement Dar El Hadith El Hassania,1964,,0.539,1964
